"TIME","GEO","SEX","FIELD","ISCED97","UNIT","Value","Flag and Footnotes"
"2010","Hungary","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","21,981",""
"2010","Hungary","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","13,622",""
"2010","Hungary","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","8,359",""
"2010","Malta","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","3,143",""
"2010","Malta","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,555",""
"2010","Malta","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,588",""
"2010","Netherlands","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","179,009",""
"2010","Netherlands","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","80,441",""
"2010","Netherlands","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","98,568",""
"2010","Austria","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","77,839",""
"2010","Austria","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","44,942",""
"2010","Austria","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","32,898",""
"2010","Poland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","207,468",""
"2010","Poland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","130,311",""
"2010","Poland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","77,157",""
"2010","Portugal","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","Portugal","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","Portugal","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","Romania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","208,202",""
"2010","Romania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","122,715",""
"2010","Romania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","85,487",""
"2010","Slovenia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,232",""
"2010","Slovenia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","8,632",""
"2010","Slovenia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","6,600",""
"2010","Slovakia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","52,261",""
"2010","Slovakia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","27,576",""
"2010","Slovakia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","24,685",""
"2010","Finland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","61,671",""
"2010","Finland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","30,052",""
"2010","Finland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,619",""
"2010","Sweden","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","57,761",""
"2010","Sweden","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,651",""
"2010","Sweden","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","26,110",""
"2010","United Kingdom","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","United Kingdom","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","United Kingdom","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","Iceland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,501",""
"2010","Iceland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,259",""
"2010","Iceland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,242",""
"2010","Liechtenstein","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2010","Liechtenstein","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2010","Liechtenstein","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2010","Norway","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","23,395",""
"2010","Norway","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","14,606",""
"2010","Norway","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","8,789",""
"2010","Switzerland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","69,236",""
"2010","Switzerland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","37,508",""
"2010","Switzerland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,728",""
"2010","Former Yugoslav Republic of Macedonia, the","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","16,259",""
"2010","Former Yugoslav Republic of Macedonia, the","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","9,292",""
"2010","Former Yugoslav Republic of Macedonia, the","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","6,967",""
"2010","Albania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","Albania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","Albania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2010","Turkey","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","263,416",""
"2010","Turkey","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","148,233",""
"2010","Turkey","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","115,183",""
"2010","United States","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2010","United States","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2010","United States","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2010","Japan","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","276,669",""
"2010","Japan","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","156,611",""
"2010","Japan","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","120,058",""
"2011","European Union (current composition)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","e"
"2011","European Union (current composition)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","e"
"2011","European Union (current composition)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","e"
"2011","European Union (before the accession of Croatia)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,632,993","e"
"2011","European Union (before the accession of Croatia)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,430,291","e"
"2011","European Union (before the accession of Croatia)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,202,702","e"
"2011","Euro area (18 countries)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,120,397","e"
"2011","Euro area (18 countries)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,129,480","e"
"2011","Euro area (18 countries)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","990,917","e"
"2011","Euro area (17 countries)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,112,708","e"
"2011","Euro area (17 countries)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,124,836","e"
"2011","Euro area (17 countries)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","987,872","e"
"2011","Belgium","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","92,311",""
"2011","Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","42,471",""
"2011","Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","49,840",""
"2011","French Community in Belgium including small German-speaking Community","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","23,725",""
"2011","French Community in Belgium including small German-speaking Community","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","10,740",""
"2011","French Community in Belgium including small German-speaking Community","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","12,985",""
"2011","Flemish Community in Belgium","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","69,179",""
"2011","Flemish Community in Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","32,252",""
"2011","Flemish Community in Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","36,927",""
"2011","Bulgaria","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,396",""
"2011","Bulgaria","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","18,447",""
"2011","Bulgaria","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","12,949",""
"2011","Czech Republic","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","72,610",""
"2011","Czech Republic","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","40,707",""
"2011","Czech Republic","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,903",""
"2011","Denmark","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","32,103",""
"2011","Denmark","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","16,231",""
"2011","Denmark","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,872",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","436,651",""
"2011","Germany (until 1990 former territory of the FRG)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","249,357",""
"2011","Germany (until 1990 former territory of the FRG)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","187,294",""
"2011","Estonia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,214",""
"2011","Estonia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,672",""
"2011","Estonia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,542",""
"2011","Ireland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","42,929",""
"2011","Ireland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","17,021",""
"2011","Ireland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","25,908",""
"2011","Greece","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Greece","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Greece","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Spain","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","233,749",""
"2011","Spain","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","118,373",""
"2011","Spain","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","115,376",""
"2011","France","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","555,750",""
"2011","France","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","285,380",""
"2011","France","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","270,370",""
"2011","Croatia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Croatia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Croatia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Italy","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","378,670",""
"2011","Italy","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","216,980",""
"2011","Italy","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","161,690",""
"2011","Cyprus","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,220",""
"2011","Cyprus","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","990",""
"2011","Cyprus","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","230",""
"2011","Latvia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,689",""
"2011","Latvia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,644",""
"2011","Latvia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","3,045",""
"2011","Lithuania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,906",""
"2011","Lithuania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","5,167",""
"2011","Lithuania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,739",""
"2011","Luxembourg","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,730",""
"2011","Luxembourg","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,467",""
"2011","Luxembourg","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,263",""
"2011","Hungary","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","21,880",""
"2011","Hungary","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","13,694",""
"2011","Hungary","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","8,186",""
"2011","Malta","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,278",""
"2011","Malta","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","694",""
"2011","Malta","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","584",""
"2011","Netherlands","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","155,981",""
"2011","Netherlands","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","77,942",""
"2011","Netherlands","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","78,039",""
"2011","Austria","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","75,816",""
"2011","Austria","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","44,268",""
"2011","Austria","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,548",""
"2011","Poland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","212,560",""
"2011","Poland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","132,081",""
"2011","Poland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","80,479",""
"2011","Portugal","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Portugal","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Portugal","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Romania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","76,380",""
"2011","Romania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","42,833",""
"2011","Romania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","33,547",""
"2011","Slovenia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,193",""
"2011","Slovenia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","8,449",""
"2011","Slovenia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","6,744",""
"2011","Slovakia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","50,561",""
"2011","Slovakia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","27,086",""
"2011","Slovakia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","23,475",""
"2011","Finland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","65,655",""
"2011","Finland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,686",""
"2011","Finland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","33,969",""
"2011","Sweden","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","57,761",""
"2011","Sweden","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,651",""
"2011","Sweden","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","26,110",""
"2011","United Kingdom","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","United Kingdom","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","United Kingdom","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Iceland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,384",""
"2011","Iceland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,207",""
"2011","Iceland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,177",""
"2011","Liechtenstein","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","19",""
"2011","Liechtenstein","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","8",""
"2011","Liechtenstein","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","11",""
"2011","Norway","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","23,323",""
"2011","Norway","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","14,357",""
"2011","Norway","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","8,966",""
"2011","Switzerland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","69,483",""
"2011","Switzerland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","37,670",""
"2011","Switzerland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,813",""
"2011","Former Yugoslav Republic of Macedonia, the","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,765",""
"2011","Former Yugoslav Republic of Macedonia, the","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","9,190",""
"2011","Former Yugoslav Republic of Macedonia, the","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","6,575",""
"2011","Albania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Albania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Albania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2011","Turkey","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","314,448",""
"2011","Turkey","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","172,514",""
"2011","Turkey","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","141,934",""
"2011","United States","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2011","United States","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2011","United States","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":","z"
"2011","Japan","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","272,654",""
"2011","Japan","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","154,357",""
"2011","Japan","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","118,297",""
"2012","European Union (current composition)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,630,788","e"
"2012","European Union (current composition)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,432,491","e"
"2012","European Union (current composition)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,198,297","e"
"2012","European Union (before the accession of Croatia)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,585,501","e"
"2012","European Union (before the accession of Croatia)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,409,579","e"
"2012","European Union (before the accession of Croatia)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,175,922","e"
"2012","Euro area (18 countries)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,123,581","e"
"2012","Euro area (18 countries)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,141,447","e"
"2012","Euro area (18 countries)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","982,134","e"
"2012","Euro area (17 countries)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,115,854","e"
"2012","Euro area (17 countries)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,136,838","e"
"2012","Euro area (17 countries)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","979,016","e"
"2012","Belgium","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","90,352",""
"2012","Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","41,739",""
"2012","Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","48,613",""
"2012","French Community in Belgium including small German-speaking Community","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","French Community in Belgium including small German-speaking Community","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","French Community in Belgium including small German-speaking Community","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","Flemish Community in Belgium","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","Flemish Community in Belgium","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","Flemish Community in Belgium","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","Bulgaria","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","27,645",""
"2012","Bulgaria","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,806",""
"2012","Bulgaria","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","11,839",""
"2012","Czech Republic","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","71,235",""
"2012","Czech Republic","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","39,614",""
"2012","Czech Republic","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","31,621",""
"2012","Denmark","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","32,754",""
"2012","Denmark","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","15,614",""
"2012","Denmark","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","17,140",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","404,846",""
"2012","Germany (until 1990 former territory of the FRG)","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","232,067",""
"2012","Germany (until 1990 former territory of the FRG)","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","172,779",""
"2012","Estonia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","3,971",""
"2012","Estonia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,508",""
"2012","Estonia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,463",""
"2012","Ireland","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","Ireland","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","Ireland","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number",":",""
"2012","Greece","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","36,511",""
"2012","Greece","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","21,778",""
"2012","Greece","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","14,733",""
"2012","Spain","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","213,776",""
"2012","Spain","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","108,613",""
"2012","Spain","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","105,163",""
"2012","France","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","596,279",""
"2012","France","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","313,911",""
"2012","France","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","282,368",""
"2012","Croatia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","45,287",""
"2012","Croatia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","22,912",""
"2012","Croatia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","22,375",""
"2012","Italy","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","379,082",""
"2012","Italy","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","218,087",""
"2012","Italy","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","160,995",""
"2012","Cyprus","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,271",""
"2012","Cyprus","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","1,048",""
"2012","Cyprus","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","223",""
"2012","Latvia","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,727",""
"2012","Latvia","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","4,609",""
"2012","Latvia","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","3,118",""
"2012","Lithuania","Total","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","7,826",""
"2012","Lithuania","Males","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","5,240",""
"2012","Lithuania","Females","Total","Upper secondary education (level 3) - pre-vocational and vocational programme orientation","Number","2,586",""
